"dest_ip","threat_list_name"
"98.143.148.173","ransomware_Abuse_CH_IPs"
"95.85.19.195","ransomware_Abuse_CH_IPs"
"95.46.114.97","ransomware_Abuse_CH_IPs"
"95.46.114.80","ransomware_Abuse_CH_IPs"
