"dest_ip","threat_list_name"
"223.99.59.11","CI_Army_Badguys_IPs"
"223.99.197.246","CI_Army_Badguys_IPs"
"223.98.221.125","CI_Army_Badguys_IPs"
"223.98.184.203","CI_Army_Badguys_IPs"
