"dest_ip","threat_list_name"
"99.37.246.236","Emerging_Threats_Compromised_IPs"
"95.69.137.131","Emerging_Threats_Compromised_IPs"
"95.58.194.141","Emerging_Threats_Compromised_IPs"
"95.247.241.135","Emerging_Threats_Compromised_IPs"
